Transaction_ID,Customer_ID,Transaction_Date,Product_Clean,Sum of Quantity,Sum of Price,Transaction_Type,Transaction_Status,Record_Status
T99668,C4063,2023-13-01,Laptop,-3,,Unknown,"",Valid
T99667,C1070,2023-13-01,Laptop,519,,Unknown,Complete,Valid
T99666,C1808,2023-13-01,Coffee Machine,7,354.5086,Normal Transaction,Complete,Valid
T99665,C017,2025-02-30,Smartphone,-7,-286.9318,Negative Transaction,Failed,Valid
T99664,C3625,2023-13-01,Coffee Machine,-7,-304.1959,Negative Transaction,Failed,Valid
T99663,C1759,2023-13-01,Headphones,6,460.31,Normal Transaction,Completed,Valid
T99661,C2026,2023-13-01,Headphones,-3,,Unknown,Complete,Valid
T9966,C3919,2024-07-21,Headphones,-4,-187.5579,Negative Transaction,Completed,Valid
T99659,C636,2024-10-15,Headphones,10,-212.7801,Negative Transaction,Completed,Valid
T99658,C1102,2023-13-01,Coffee Machine,10,-447.0366,Negative Transaction,Complete,Valid
T99657,C4613,2025-02-30,Smartphone,-4,375.7398,Negative Transaction,Complete,Valid
T99655,C1741,2024-04-03,Laptop,656,,Unknown,Complete,Valid
T99654,"",2023-13-01,Coffee Machine,150,96.36,Normal Transaction,Complete,Valid
T99653,C3209,2023-13-01,Laptop,324,,Unknown,"",Valid
T99652,C4228,2023-03-04,Headphones,896,403.3134,Normal Transaction,Completed,Valid
T99651,C3183,2023-13-01,Laptop,536,,Unknown,"",Valid
T99650,C2952,2025-02-30,Coffee Machine,127,,Unknown,"",Valid
T9965,C319,"",Tablet,435,62.7375,Normal Transaction,Failed,Valid
T99649,C419,2023-13-01,Laptop,-10,-438.66,Negative Transaction,Complete,Valid
T99647,C1817,2025-02-30,Headphones,-3,297.3563,Negative Transaction,Completed,Valid
T99646,C3203,2025-02-30,Tablet,7,842.2429,Normal Transaction,Failed,Valid
T99645,C066,2023-13-01,Headphones,121,,Unknown,Complete,Valid
T99644,C1781,2025-02-30,Headphones,-1,754.3502,Negative Transaction,Completed,Valid
T99643,C1056,2025-02-30,Tablet,-8,425.5777,Negative Transaction,Completed,Valid
T99642,C3438,2025-02-30,Coffee Machine,-10,-419.0392,Negative Transaction,Complete,Valid
T99640,C3915,2023-13-01,Smartphone,5,429.7897,Normal Transaction,Completed,Valid
T9964,C1219,2024-12-24,Coffee Machine,965,,Unknown,Completed,Valid
T99639,C1954,2023-05-12,Headphones,461,134.5674,Normal Transaction,Completed,Valid
T99638,C1869,2025-02-30,Tablet,-2,-638.6031,Negative Transaction,Completed,Valid
T99637,C3023,2023-13-01,Tablet,4,-873.8577,Negative Transaction,Complete,Valid
T99636,C4443,2021-08-28,Tablet,-1,-570.8474,Negative Transaction,Complete,Valid
T99635,C3189,2020-10-18,Laptop,165,,Unknown,Completed,Valid
T99634,C1838,2023-13-01,Coffee Machine,807,,Unknown,Completed,Valid
T99633,C1995,"",Coffee Machine,382,-156.75,Negative Transaction,Failed,Valid
T99632,C3377,2025-02-30,Smartphone,962,138.28,Normal Transaction,"",Valid
T99631,C242,2023-13-01,Smartphone,10,-716.058,Negative Transaction,"",Valid
T99630,C2974,2023-13-01,Tablet,3,576.6481,Normal Transaction,Complete,Valid
T9963,C1841,2025-02-30,Tablet,7,-412.1864,Negative Transaction,Complete,Valid
T99629,C4524,2023-13-01,Headphones,3,-751.3535,Negative Transaction,Pending,Valid
T99628,C972,2025-02-30,Coffee Machine,293,,Unknown,Failed,Valid
T99627,C4523,2023-13-01,Coffee Machine,6,876.1,Normal Transaction,Complete,Valid
T99626,C485,2023-13-01,Tablet,-8,-823.646,Negative Transaction,Completed,Valid
T99625,C3421,2020-10-07,Coffee Machine,-7,,Unknown,"",Valid
T99624,C1531,2023-13-01,Headphones,2,-988.6308,Negative Transaction,Failed,Valid
T99623,C1670,2021-12-06,Coffee Machine,112,111.9518,Normal Transaction,Completed,Valid
T99622,C1606,2023-01-06,Headphones,2,-459.4279,Negative Transaction,Failed,Valid
T99621,C3340,2023-04-08,Laptop,633,-372.6376,Negative Transaction,Completed,Valid
T99620,C242,2023-03-20,Smartphone,562,,Unknown,Completed,Valid
T9962,C4416,2025-02-30,Laptop,953,,Unknown,Pending,Valid
T99619,C2544,2023-13-01,Tablet,515,-95.7448,Negative Transaction,Complete,Valid
T99618,C2350,2025-02-30,Smartphone,344,,Unknown,Complete,Valid
T99617,C4393,2024-05-01,Tablet,-3,,Unknown,"",Valid
T99615,C1936,2025-02-30,Headphones,2,-975.8429,Negative Transaction,Complete,Valid
T99614,C029,2025-02-30,Coffee Machine,-1,657.7143,Negative Transaction,"",Valid
T99613,C2263,2025-02-30,Smartphone,5,,Unknown,Completed,Valid
T99611,C2557,2021-11-04,Coffee Machine,774,513.386,Normal Transaction,Complete,Valid
T99610,C911,2023-13-01,Tablet,700,,Unknown,Failed,Valid
T9961,C3618,2023-13-01,Smartphone,9,,Unknown,Failed,Valid
T99608,C1599,2025-02-30,Coffee Machine,169,-108.0266,Negative Transaction,Failed,Valid
T99607,C2739,2024-03-15,Headphones,8,818.7242,Normal Transaction,Failed,Valid
T99606,C2946,2025-02-30,Tablet,353,-356.3127,Negative Transaction,Pending,Valid
T99605,C4198,2020-05-30,Tablet,4,-582.2129,Negative Transaction,Failed,Valid
T99604,C2957,2022-03-09,Tablet,-2,225.1867,Negative Transaction,Failed,Valid
T99603,C913,2025-02-30,Headphones,10,729.95,Normal Transaction,Complete,Valid
T99602,C2167,2021-10-12,Smartphone,604,951.6515,Normal Transaction,Failed,Valid
T99601,C2488,2023-13-01,Coffee Machine,1,-235.1551,Negative Transaction,Failed,Valid
T99600,C3640,2025-02-30,Headphones,-4,316.7951,Negative Transaction,"",Valid
T9960,C3678,2023-13-01,Coffee Machine,-5,759.1891,Negative Transaction,Failed,Valid
T99599,C4480,2023-13-01,Laptop,460,-113.4045,Negative Transaction,Pending,Valid
T99598,C4620,2022-04-12,Smartphone,307,,Unknown,Failed,Valid
T99597,C1266,2023-13-01,Headphones,-2,808.1353,Negative Transaction,Pending,Valid
T99596,C1730,2023-09-12,Tablet,9,,Unknown,Completed,Valid
T99595,C1064,2022-06-07,Laptop,10,748.95,Normal Transaction,"",Valid
T99594,C905,2024-01-15,Tablet,275,,Unknown,"",Valid
T99593,C1615,2022-01-31,Tablet,-9,,Unknown,Complete,Valid
T99592,C3093,2023-13-01,Smartphone,464,439.8129,Normal Transaction,Complete,Valid
T99591,C3733,2023-13-01,Headphones,-1,,Unknown,Completed,Valid
T99590,C686,2023-13-01,Coffee Machine,3,653.24,Normal Transaction,"",Valid
T9959,C483,2020-04-26,Headphones,2,-503.2302,Negative Transaction,Completed,Valid
T99589,C4586,2023-13-01,Tablet,-8,591.6892,Negative Transaction,Failed,Valid
T99588,C4760,2020-02-28,Headphones,,-250.927,Unknown,Failed,Missing Quantity
T99587,C709,"",Laptop,-5,365.106,Negative Transaction,Completed,Valid
T99586,C1400,2023-13-01,Tablet,269,420.3813,Normal Transaction,Completed,Valid
T99585,C054,"",Laptop,1540,,Unknown,Completed,Valid
T99583,C1181,2025-02-30,Headphones,396,-913.4141,Negative Transaction,Completed,Valid
T99582,C4444,2025-01-16,Laptop,,683.993,Unknown,Complete,Missing Quantity
T99581,C113,2025-02-30,Coffee Machine,406,945.7828,Normal Transaction,"",Valid
T99580,C1647,2025-02-30,Coffee Machine,-10,,Unknown,Completed,Valid
T9958,C4947,2022-01-11,Coffee Machine,2,,Unknown,Complete,Valid
T99579,C505,2022-01-24,Headphones,-5,-795.3122,Negative Transaction,Failed,Valid
T99578,C1245,2023-13-01,Headphones,-9,658.0061,Negative Transaction,Pending,Valid
T99577,C3984,2023-13-01,Tablet,9,,Unknown,"",Valid
T99576,C148,2023-13-01,Laptop,,-355.883,Unknown,Completed,Missing Quantity
T99575,C1708,2020-02-28,Coffee Machine,475,57.3224,Normal Transaction,Complete,Valid
T99574,"",2025-02-30,Coffee Machine,222,-518.4017,Negative Transaction,Failed,Valid
T99573,C1794,2025-02-30,Coffee Machine,175,,Unknown,Completed,Valid
T99572,C3464,2020-12-15,Tablet,-7,253.6192,Negative Transaction,Failed,Valid
T99571,C2837,2024-12-03,Smartphone,8,,Unknown,Failed,Valid
T99570,C1066,2023-03-30,Tablet,7,-556.8157,Negative Transaction,Pending,Valid
T9957,C005,2023-13-01,Tablet,7,,Unknown,Pending,Valid
T99569,C2535,2021-10-29,Coffee Machine,595,-946.4233,Negative Transaction,Pending,Valid
T99568,C898,2025-02-30,Laptop,-7,-989.0437,Negative Transaction,"",Valid
T99567,C2302,2025-02-30,Coffee Machine,780,,Unknown,Failed,Valid
T99566,"",2023-01-03,Smartphone,,-811.08,Unknown,Completed,Missing Quantity
T99565,C2361,2020-09-28,Smartphone,7,707.041,Normal Transaction,Completed,Valid
T99564,C403,2023-13-01,Coffee Machine,-4,,Unknown,Pending,Valid
T99563,C3696,2023-13-01,Headphones,305,,Unknown,Failed,Valid
T99562,C148,2025-02-30,Laptop,1,,Unknown,"",Valid
T99561,C202,2024-03-06,Tablet,-5,70.264,Negative Transaction,Failed,Valid
T99560,C1102,2023-01-07,Tablet,-2,,Unknown,Completed,Valid
T9956,C453,2025-02-30,Headphones,191,-375.8874,Negative Transaction,Pending,Valid
T99559,C3934,2023-13-01,Tablet,494,371.483,Normal Transaction,"",Valid
T99558,C539,"",Smartphone,9,90.5815,Normal Transaction,Completed,Valid
T99557,C4217,2023-13-01,Coffee Machine,6,,Unknown,Complete,Valid
T99556,C107,2025-02-30,Headphones,10,314.5443,Normal Transaction,Completed,Valid
T99554,C1579,2020-03-23,Tablet,4,,Unknown,Completed,Valid
T99553,C943,2023-13-01,Headphones,440,946.5,Normal Transaction,Pending,Valid
T99552,C1573,2025-02-30,Laptop,4,737.4828,Normal Transaction,Completed,Valid
T99551,C2434,2023-13-01,Tablet,176,,Unknown,Complete,Valid
T99550,C3846,2023-13-01,Laptop,8,,Unknown,Complete,Valid
T9955,C2646,2023-13-01,Tablet,9,-769.5631,Negative Transaction,Failed,Valid
T99549,C2523,2022-01-21,Laptop,339,579.4143,Normal Transaction,Pending,Valid
T99548,C2471,2025-02-30,Smartphone,434,209.603,Normal Transaction,Pending,Valid
T99547,C1603,2022-04-21,Headphones,-9,-424.0318,Negative Transaction,"",Valid
T99546,C3634,2023-13-01,Coffee Machine,3,255.786,Normal Transaction,Complete,Valid
T99543,C1842,2025-02-30,Headphones,348,807.1156,Normal Transaction,Completed,Valid
T99542,C4739,2025-02-30,Headphones,777,784.1852,Normal Transaction,Completed,Valid
T99541,C1726,2023-13-01,Coffee Machine,960,-406.3097,Negative Transaction,Completed,Valid
T99540,C4391,"",Laptop,411,-485.3545,Negative Transaction,Completed,Valid
T9954,C029,2025-02-30,Headphones,5,182.342,Normal Transaction,Completed,Valid
T99539,C104,2023-02-20,Headphones,-9,-525.0298,Negative Transaction,Completed,Valid
T99538,C4481,2025-02-30,Laptop,154,328.883,Normal Transaction,Complete,Valid
T99537,C3615,2025-02-30,Laptop,919,,Unknown,Pending,Valid
T99536,C1821,2023-06-25,Headphones,7,857.9329,Normal Transaction,"",Valid
T99535,C4197,2025-02-30,Laptop,886,-822.1819,Negative Transaction,Failed,Valid
T99534,C468,2021-10-19,Coffee Machine,9,-296.4082,Negative Transaction,Failed,Valid
T99533,C1546,2022-04-18,Smartphone,-3,629.7786,Negative Transaction,"",Valid
T99532,C1630,2025-02-30,Smartphone,131,809.5165,Normal Transaction,Complete,Valid
T99531,C4969,2020-03-27,Smartphone,-5,553.55,Negative Transaction,Pending,Valid
T99530,C3049,2021-07-14,Laptop,-5,,Unknown,Pending,Valid
T9953,C1116,2023-13-01,Headphones,-8,,Unknown,Complete,Valid
T99529,C3411,2025-02-30,Headphones,10,,Unknown,Completed,Valid
T99528,C770,2025-02-30,Smartphone,827,-589.5185,Negative Transaction,Failed,Valid
T99526,C2714,2023-13-01,Smartphone,691,,Unknown,"",Valid
T99525,C776,2022-01-28,Coffee Machine,205,280.0904,Normal Transaction,Completed,Valid
T99524,C4465,2023-13-01,Headphones,-1,-968.8893,Negative Transaction,Complete,Valid
T99523,C3385,2025-02-30,Laptop,-5,,Unknown,Complete,Valid
T99522,"",2025-02-30,Tablet,-2,,Unknown,"",Valid
T99521,C3483,2023-13-01,Headphones,825,225.5914,Normal Transaction,Complete,Valid
T99520,C4336,2024-12-13,Laptop,-6,769.9046,Negative Transaction,Complete,Valid
T9952,C2289,"",Laptop,507,,Unknown,Completed,Valid
T99519,C3133,2025-02-30,Headphones,7,184.9843,Normal Transaction,"",Valid
T99518,C4290,2023-13-01,Smartphone,490,,Unknown,"",Valid
T99517,C1957,2023-13-01,Headphones,,-295.4328,Unknown,Complete,Missing Quantity
T99516,C4659,2023-12-23,Coffee Machine,7,,Unknown,"",Valid
T99515,C4460,2023-13-01,Coffee Machine,7,-334.8191,Negative Transaction,Completed,Valid
T99514,C1988,2025-02-30,Smartphone,-8,-187.222,Negative Transaction,Completed,Valid
T99513,C029,2025-02-30,Tablet,10,,Unknown,Pending,Valid
T99512,C4281,"",Tablet,4,-943.2091,Negative Transaction,Completed,Valid
T99511,C1857,2023-13-01,Tablet,-1,,Unknown,"",Valid
T99509,C2075,2023-13-01,Laptop,499,284.7448,Normal Transaction,Pending,Valid
T99507,C2305,2023-13-01,Laptop,-10,819.763,Negative Transaction,Complete,Valid
T99506,C499,2023-13-01,Coffee Machine,3,-827.1375,Negative Transaction,"",Valid
T99505,C2987,2021-04-26,Laptop,199,,Unknown,Complete,Valid
T99504,C3684,2025-02-30,Coffee Machine,-3,298.0498,Negative Transaction,"",Valid
T99503,C3511,2023-13-01,Smartphone,709,,Unknown,"",Valid
T99502,C4708,2022-03-10,Smartphone,-2,-302.9539,Negative Transaction,Failed,Valid
T99501,C3901,2023-13-01,Headphones,698,-946.251,Negative Transaction,Failed,Valid
T99500,C1929,2023-13-01,Laptop,317,157.6421,Normal Transaction,Completed,Valid
T9950,C869,2023-13-01,Laptop,-2,988.5856,Negative Transaction,Pending,Valid
T99499,C3091,2023-13-01,Coffee Machine,2,,Unknown,Pending,Valid
T99495,"",2023-13-01,Tablet,-5,578.64,Negative Transaction,Completed,Valid
T99494,C3610,2023-13-01,Smartphone,4,,Unknown,Pending,Valid
T99493,C4178,2023-11-28,Headphones,-4,101.5172,Negative Transaction,Completed,Valid
T99492,C3209,2023-10-29,Tablet,246,212.8045,Normal Transaction,"",Valid
T99491,"",2025-02-30,Coffee Machine,-3,499.8068,Negative Transaction,Completed,Valid
T99490,C847,2023-13-01,Headphones,10,884.5002,Normal Transaction,Failed,Valid
T9949,C4899,2025-02-30,Coffee Machine,4,770.8681,Normal Transaction,Completed,Valid
T99489,C3436,2023-13-01,Laptop,-5,625.7525,Negative Transaction,"",Valid
T99488,C2918,2025-02-30,Headphones,8,-911.7792,Negative Transaction,Completed,Valid
T99487,C4343,2024-11-25,Tablet,4,-352.7985,Negative Transaction,Failed,Valid
T99486,C4994,2023-13-01,Coffee Machine,-9,-981.249,Negative Transaction,Complete,Valid
T99484,C1953,2025-02-30,Smartphone,3,,Unknown,Completed,Valid
T99483,C3068,2025-02-30,Smartphone,754,-93.09,Negative Transaction,Pending,Valid
T99482,C2236,2020-09-12,Tablet,290,995.9185,Normal Transaction,Complete,Valid
T99481,C4138,2025-02-30,Laptop,681,659.728,Normal Transaction,Completed,Valid
T99480,C017,2025-02-30,Laptop,-4,-258.9958,Negative Transaction,Complete,Valid
T9948,C276,2023-13-01,Laptop,7,,Unknown,Complete,Valid
T99479,C4836,2025-02-30,Tablet,3,402.3865,Normal Transaction,Completed,Valid
T99478,C2963,2023-13-01,Coffee Machine,-9,,Unknown,Completed,Valid
T99477,C4400,2023-13-01,Tablet,651,,Unknown,Completed,Valid
T99476,C4888,2022-03-29,Coffee Machine,-9,221.7301,Negative Transaction,"",Valid
T99475,C1841,2023-13-01,Coffee Machine,2,,Unknown,Failed,Valid
T99474,C3086,2025-02-30,Smartphone,1,-150.437,Negative Transaction,Failed,Valid
T99473,C1243,2023-13-01,Coffee Machine,882,-921.0586,Negative Transaction,Pending,Valid
T99472,C4372,2023-13-01,Laptop,312,465.8664,Normal Transaction,Complete,Valid
T99471,C014,2025-02-30,Smartphone,-4,-695.3227,Negative Transaction,Completed,Valid
T99470,C083,2025-02-30,Coffee Machine,756,,Unknown,Complete,Valid
T9947,C1737,2023-13-01,Coffee Machine,443,-334.1448,Negative Transaction,Pending,Valid
T99469,C3452,2025-02-30,Tablet,,-726.9253,Unknown,Complete,Missing Quantity
T99468,C998,2025-02-30,Tablet,618,-519.75,Negative Transaction,"",Valid
T99467,C4719,2023-13-01,Smartphone,8,113.5396,Normal Transaction,Completed,Valid
T99466,C2624,2020-07-11,Smartphone,548,507.2228,Normal Transaction,Failed,Valid
T99465,C4736,2025-02-30,Laptop,,-772.6867,Unknown,"",Missing Quantity
T99464,C2964,2025-02-30,Coffee Machine,-8,,Unknown,Completed,Valid
T99463,C1691,2023-13-01,Tablet,10,-693.4952,Negative Transaction,Failed,Valid
T99462,C1186,2025-02-30,Coffee Machine,,-456.6241,Unknown,Completed,Missing Quantity
T99461,C872,2023-13-01,Tablet,386,,Unknown,Completed,Valid
T99458,C1748,2023-13-01,Smartphone,-4,-72.3921,Negative Transaction,"",Valid
T99457,C2275,2024-07-11,Laptop,740,,Unknown,Pending,Valid
T99456,C281,2025-02-30,Headphones,-6,-368.5936,Negative Transaction,Completed,Valid
T99455,C055,2023-13-01,Headphones,9,300.0768,Normal Transaction,Completed,Valid
T99454,C2541,2025-02-30,Tablet,572,536.9271,Normal Transaction,"",Valid
T99453,C4371,2025-02-30,Laptop,6,,Unknown,Completed,Valid
T99452,C3531,2022-02-20,Smartphone,-4,,Unknown,Completed,Valid
T99451,C492,"",Tablet,8,152.3536,Normal Transaction,Completed,Valid
T99450,C2743,2020-01-07,Tablet,6,-838.16,Negative Transaction,Complete,Valid
T9945,C4204,2023-13-01,Headphones,1,,Unknown,Completed,Valid
T99449,C603,2023-03-27,Tablet,3,623.0942,Normal Transaction,Failed,Valid
T99448,C4595,2025-02-30,Headphones,551,-846.3175,Negative Transaction,Completed,Valid
T99447,C4166,2024-07-19,Laptop,5,-269.4304,Negative Transaction,Pending,Valid
T99446,C4837,2023-13-01,Headphones,9,,Unknown,Completed,Valid
T99445,C2243,2023-13-01,Coffee Machine,-4,62.6785,Negative Transaction,Complete,Valid
T99444,C3774,2023-09-23,Coffee Machine,-4,917.2164,Negative Transaction,Failed,Valid
T99443,C128,2020-02-01,Laptop,367,,Unknown,Completed,Valid
T99442,C4008,2023-13-01,Tablet,-8,164.2122,Negative Transaction,Completed,Valid
T99441,"",2021-11-05,Tablet,275,-639.77,Negative Transaction,"",Valid
T99440,C868,2024-10-29,Coffee Machine,849,-674.0197,Negative Transaction,Pending,Valid
T9944,C4035,2020-09-15,Tablet,,-357.7747,Unknown,Complete,Missing Quantity
T99439,C205,2023-13-01,Coffee Machine,4,459.3065,Normal Transaction,"",Valid
T99438,C1187,2023-13-01,Headphones,-3,-302.53,Negative Transaction,"",Valid
T99437,C4548,2023-13-01,Laptop,5,,Unknown,Failed,Valid
T99436,C437,2021-07-30,Coffee Machine,-2,-552.777,Negative Transaction,Complete,Valid
T99435,C2322,2022-10-14,Coffee Machine,-5,-131.4085,Negative Transaction,Pending,Valid
T99434,C595,2021-12-10,Coffee Machine,6,-616.8735,Negative Transaction,"",Valid
T99433,C674,2025-02-30,Headphones,997,-514.7238,Negative Transaction,Completed,Valid
T99431,C3683,2023-13-01,Smartphone,340,-614.5271,Negative Transaction,Pending,Valid
T99430,C1534,2023-13-01,Coffee Machine,299,-902.62,Negative Transaction,Completed,Valid
T9943,C3745,2021-11-18,Laptop,,920.6329,Unknown,Completed,Missing Quantity
T99429,C1138,2025-02-30,Coffee Machine,-1,-392.6414,Negative Transaction,"",Valid
T99428,"",2025-02-30,Headphones,133,-257.7391,Negative Transaction,Pending,Valid
T99426,C3413,2021-06-04,Coffee Machine,151,,Unknown,Completed,Valid
T99424,C3756,2025-02-30,Tablet,407,,Unknown,Failed,Valid
T99423,C090,2024-05-15,Laptop,-6,,Unknown,Complete,Valid
T99422,C4385,2025-02-30,Tablet,-8,,Unknown,"",Valid
T99421,C573,2025-02-30,Headphones,7,,Unknown,Completed,Valid
T99420,C3286,"",Smartphone,-2,865.5923,Negative Transaction,Complete,Valid
T9942,C2543,2020-05-30,Headphones,3,965.55,Normal Transaction,Failed,Valid
T99419,C3814,2020-09-10,Smartphone,701,,Unknown,Completed,Valid
T99418,C1426,2025-02-30,Smartphone,720,-425.1686,Negative Transaction,Completed,Valid
T99417,C3462,2025-02-30,Coffee Machine,929,-333.7243,Negative Transaction,"",Valid
T99416,C2293,2025-02-30,Tablet,-7,464.8601,Negative Transaction,Completed,Valid
T99415,C811,2025-02-30,Smartphone,2,,Unknown,Complete,Valid
T99414,C698,2025-02-30,Headphones,9,,Unknown,Pending,Valid
T99413,C4487,2022-03-27,Coffee Machine,-1,-80.2117,Negative Transaction,Complete,Valid
T99412,"",2024-04-24,Tablet,-7,565.2263,Negative Transaction,Failed,Valid
T99411,C882,2023-13-01,Laptop,,529.8948,Unknown,Pending,Missing Quantity
T99410,C991,2025-02-30,Laptop,706,906.16,Normal Transaction,"",Valid
T9941,C3982,2023-06-21,Tablet,505,-407.0396,Negative Transaction,Failed,Valid
T99409,C1742,2023-13-01,Headphones,-6,,Unknown,Pending,Valid
T99408,C1283,2022-07-21,Headphones,778,,Unknown,Complete,Valid
T99407,C817,2023-13-01,Coffee Machine,144,731.6163,Normal Transaction,Failed,Valid
T99406,C1589,2023-13-01,Tablet,-7,942.46,Negative Transaction,Completed,Valid
T99405,C024,2021-09-23,Laptop,10,,Unknown,Pending,Valid
T99404,C2013,2021-09-07,Smartphone,3,218.1714,Normal Transaction,Completed,Valid
T99403,C4581,2023-13-01,Headphones,2,,Unknown,Failed,Valid
T99402,C219,2025-02-30,Laptop,2,678,Normal Transaction,Pending,Valid
T99401,C2878,2023-13-01,Headphones,-9,-783.1,Negative Transaction,"",Valid
T99400,C4916,2023-13-01,Tablet,852,,Unknown,Completed,Valid
T9940,C3170,2025-02-30,Headphones,982,-786.5218,Negative Transaction,Pending,Valid
